Date,Close
2024-08-13 00:00:00-04:00,220.24496459960938
2024-08-14 00:00:00-04:00,220.69290161132812
2024-08-15 00:00:00-04:00,223.6790008544922
2024-08-16 00:00:00-04:00,225.00283813476562
2024-08-19 00:00:00-04:00,224.8435821533203
2024-08-20 00:00:00-04:00,225.46067810058594
2024-08-21 00:00:00-04:00,225.3511962890625
2024-08-22 00:00:00-04:00,223.4898681640625
2024-08-23 00:00:00-04:00,225.78916931152344
2024-08-26 00:00:00-04:00,226.12757873535156
2024-08-27 00:00:00-04:00,226.97364807128906
2024-08-28 00:00:00-04:00,225.4407958984375
2024-08-29 00:00:00-04:00,228.72549438476562
2024-08-30 00:00:00-04:00,227.9391632080078
2024-09-03 00:00:00-04:00,221.73805236816406
2024-09-04 00:00:00-04:00,219.82691955566406
2024-09-05 00:00:00-04:00,221.34983825683594
2024-09-06 00:00:00-04:00,219.7970733642578
2024-09-09 00:00:00-04:00,219.8866424560547
2024-09-10 00:00:00-04:00,219.09034729003906
2024-09-11 00:00:00-04:00,221.62852478027344
2024-09-12 00:00:00-04:00,221.73805236816406
2024-09-13 00:00:00-04:00,221.4692840576172
2024-09-16 00:00:00-04:00,215.3179168701172
2024-09-17 00:00:00-04:00,215.7857208251953
2024-09-18 00:00:00-04:00,219.66766357421875
2024-09-19 00:00:00-04:00,227.8097686767578
2024-09-20 00:00:00-04:00,227.1428680419922
2024-09-23 00:00:00-04:00,225.42088317871094
2024-09-24 00:00:00-04:00,226.3167266845703
2024-09-25 00:00:00-04:00,225.3213348388672
2024-09-26 00:00:00-04:00,226.46603393554688
2024-09-27 00:00:00-04:00,226.73475646972656
2024-09-30 00:00:00-04:00,231.920654296875
2024-10-01 00:00:00-04:00,225.16209411621094
2024-10-02 00:00:00-04:00,225.7294464111328
2024-10-03 00:00:00-04:00,224.6245880126953
2024-10-04 00:00:00-04:00,225.74935913085938
2024-10-07 00:00:00-04:00,220.66302490234375
2024-10-08 00:00:00-04:00,224.72413635253906
2024-10-09 00:00:00-04:00,228.47665405273438
2024-10-10 00:00:00-04:00,227.97897338867188
2024-10-11 00:00:00-04:00,226.4958953857422
2024-10-14 00:00:00-04:00,230.228515625
2024-10-15 00:00:00-04:00,232.76670837402344
2024-10-16 00:00:00-04:00,230.70626831054688
2024-10-17 00:00:00-04:00,231.07456970214844
2024-10-18 00:00:00-04:00,233.91136169433594
2024-10-21 00:00:00-04:00,235.38450622558594
2024-10-22 00:00:00-04:00,234.76739501953125
2024-10-23 00:00:00-04:00,229.6909942626953
2024-10-24 00:00:00-04:00,229.50189208984375
2024-10-25 00:00:00-04:00,230.3380126953125
2024-10-28 00:00:00-04:00,232.3187713623047
2024-10-29 00:00:00-04:00,232.5875244140625
2024-10-30 00:00:00-04:00,229.03407287597656
2024-10-31 00:00:00-04:00,224.8634796142578
2024-11-01 00:00:00-04:00,221.8773651123047
2024-11-04 00:00:00-05:00,220.98153686523438
2024-11-05 00:00:00-05:00,222.4148712158203
2024-11-06 00:00:00-05:00,221.68824768066406
2024-11-07 00:00:00-05:00,226.42620849609375
2024-11-08 00:00:00-05:00,226.15716552734375
2024-11-11 00:00:00-05:00,223.4368133544922
2024-11-12 00:00:00-05:00,223.4368133544922
2024-11-13 00:00:00-05:00,224.3236541748047
2024-11-14 00:00:00-05:00,227.4127197265625
2024-11-15 00:00:00-05:00,224.2041015625
2024-11-18 00:00:00-05:00,227.2134246826172
2024-11-19 00:00:00-05:00,227.47247314453125
2024-11-20 00:00:00-05:00,228.18995666503906
2024-11-21 00:00:00-05:00,227.71165466308594
2024-11-22 00:00:00-05:00,229.05685424804688
2024-11-25 00:00:00-05:00,232.04624938964844
2024-11-26 00:00:00-05:00,234.228515625
2024-11-27 00:00:00-05:00,234.0989532470703
2024-11-29 00:00:00-05:00,236.49049377441406
2024-12-02 00:00:00-05:00,238.7424774169922
2024-12-03 00:00:00-05:00,241.79165649414062
2024-12-04 00:00:00-05:00,242.150390625
2024-12-05 00:00:00-05:00,242.18028259277344
2024-12-06 00:00:00-05:00,241.98098754882812
2024-12-09 00:00:00-05:00,245.8771514892578
2024-12-10 00:00:00-05:00,246.89353942871094
2024-12-11 00:00:00-05:00,245.6180877685547
2024-12-12 00:00:00-05:00,247.08287048339844
2024-12-13 00:00:00-05:00,247.25228881835938
2024-12-16 00:00:00-05:00,250.15196228027344
2024-12-17 00:00:00-05:00,252.58334350585938
2024-12-18 00:00:00-05:00,247.1725616455078
2024-12-19 00:00:00-05:00,248.90638732910156
2024-12-20 00:00:00-05:00,253.5897674560547
2024-12-23 00:00:00-05:00,254.36700439453125
2024-12-24 00:00:00-05:00,257.28668212890625
2024-12-26 00:00:00-05:00,258.1037292480469
2024-12-27 00:00:00-05:00,254.6858673095703
2024-12-30 00:00:00-05:00,251.30787658691406
2024-12-31 00:00:00-05:00,249.5341796875
2025-01-02 00:00:00-05:00,242.9874267578125
2025-01-03 00:00:00-05:00,242.49916076660156
2025-01-06 00:00:00-05:00,244.1333465576172
2025-01-07 00:00:00-05:00,241.35321044921875
2025-01-08 00:00:00-05:00,241.8414764404297
2025-01-10 00:00:00-05:00,236.01219177246094
2025-01-13 00:00:00-05:00,233.5708465576172
2025-01-14 00:00:00-05:00,232.45480346679688
2025-01-15 00:00:00-05:00,237.028564453125
2025-01-16 00:00:00-05:00,227.4525604248047
2025-01-17 00:00:00-05:00,229.16647338867188
2025-01-21 00:00:00-05:00,221.85243225097656
2025-01-22 00:00:00-05:00,223.03823852539062
2025-01-23 00:00:00-05:00,222.86883544921875
2025-01-24 00:00:00-05:00,221.991943359375
2025-01-27 00:00:00-05:00,229.04690551757812
2025-01-28 00:00:00-05:00,237.4171905517578
2025-01-29 00:00:00-05:00,238.51329040527344
2025-01-30 00:00:00-05:00,236.7495574951172
2025-01-31 00:00:00-05:00,235.16519165039062
2025-02-03 00:00:00-05:00,227.2034454345703
2025-02-04 00:00:00-05:00,231.9765167236328
2025-02-05 00:00:00-05:00,231.6476593017578
2025-02-06 00:00:00-05:00,232.39501953125
2025-02-07 00:00:00-05:00,226.82479858398438
2025-02-10 00:00:00-05:00,227.0941162109375
2025-02-11 00:00:00-05:00,232.05198669433594
2025-02-12 00:00:00-05:00,236.29161071777344
2025-02-13 00:00:00-05:00,240.9402313232422
2025-02-14 00:00:00-05:00,244.00274658203125
2025-02-18 00:00:00-05:00,243.87306213378906
2025-02-19 00:00:00-05:00,244.27207946777344
2025-02-20 00:00:00-05:00,245.22975158691406
2025-02-21 00:00:00-05:00,244.95042419433594
2025-02-24 00:00:00-05:00,246.49664306640625
2025-02-25 00:00:00-05:00,246.43678283691406
2025-02-26 00:00:00-05:00,239.77310180664062
2025-02-27 00:00:00-05:00,236.72056579589844
2025-02-28 00:00:00-05:00,241.24948120117188
2025-03-03 00:00:00-05:00,237.4487762451172
2025-03-04 00:00:00-05:00,235.35391235351562
2025-03-05 00:00:00-05:00,235.1643829345703
2025-03-06 00:00:00-05:00,234.75538635253906
2025-03-07 00:00:00-05:00,238.4862518310547
2025-03-10 00:00:00-04:00,226.92454528808594
2025-03-11 00:00:00-04:00,220.30075073242188
2025-03-12 00:00:00-04:00,216.45018005371094
2025-03-13 00:00:00-04:00,209.16799926757812
2025-03-14 00:00:00-04:00,212.9687042236328
2025-03-17 00:00:00-04:00,213.4774627685547
2025-03-18 00:00:00-04:00,212.17066955566406
2025-03-19 00:00:00-04:00,214.7144317626953
2025-03-20 00:00:00-04:00,213.5772247314453
2025-03-21 00:00:00-04:00,217.73704528808594
2025-03-24 00:00:00-04:00,220.19102478027344
2025-03-25 00:00:00-04:00,223.2036590576172
2025-03-26 00:00:00-04:00,220.98907470703125
2025-03-27 00:00:00-04:00,223.3034210205078
2025-03-28 00:00:00-04:00,217.36793518066406
2025-03-31 00:00:00-04:00,221.58761596679688
2025-04-01 00:00:00-04:00,222.64503479003906
2025-04-02 00:00:00-04:00,223.34332275390625
2025-04-03 00:00:00-04:00,202.69384765625
2025-04-04 00:00:00-04:00,187.92002868652344
2025-04-07 00:00:00-04:00,181.0169219970703
2025-04-08 00:00:00-04:00,171.9989776611328
2025-04-09 00:00:00-04:00,198.3644561767578
2025-04-10 00:00:00-04:00,189.9550323486328
2025-04-11 00:00:00-04:00,197.66615295410156
2025-04-14 00:00:00-04:00,202.02549743652344
2025-04-15 00:00:00-04:00,201.6464080810547
2025-04-16 00:00:00-04:00,193.79563903808594
2025-04-17 00:00:00-04:00,196.4990234375
2025-04-21 00:00:00-04:00,192.6883544921875
2025-04-22 00:00:00-04:00,199.25228881835938
2025-04-23 00:00:00-04:00,204.1004180908203
2025-04-24 00:00:00-04:00,207.8612060546875
2025-04-25 00:00:00-04:00,208.76898193359375
2025-04-28 00:00:00-04:00,209.62689208984375
2025-04-29 00:00:00-04:00,210.6942901611328
2025-04-30 00:00:00-04:00,211.9811248779297
2025-05-01 00:00:00-04:00,212.79913330078125
2025-05-02 00:00:00-04:00,204.8485870361328
2025-05-05 00:00:00-04:00,198.40435791015625
2025-05-06 00:00:00-04:00,198.02528381347656
2025-05-07 00:00:00-04:00,195.7707977294922
2025-05-08 00:00:00-04:00,197.00778198242188
2025-05-09 00:00:00-04:00,198.0452423095703
2025-05-12 00:00:00-04:00,210.55104064941406
2025-05-13 00:00:00-04:00,212.68861389160156
2025-05-14 00:00:00-04:00,212.08929443359375
2025-05-15 00:00:00-04:00,211.21029663085938
2025-05-16 00:00:00-04:00,211.0205078125
2025-05-19 00:00:00-04:00,208.54331970214844
2025-05-20 00:00:00-04:00,206.62550354003906
2025-05-21 00:00:00-04:00,201.86090087890625
2025-05-22 00:00:00-04:00,201.13172912597656
2025-05-23 00:00:00-04:00,195.04864501953125
2025-05-27 00:00:00-04:00,199.98304748535156
2025-05-28 00:00:00-04:00,200.1927947998047
2025-05-29 00:00:00-04:00,199.72332763671875
2025-05-30 00:00:00-04:00,200.622314453125
2025-06-02 00:00:00-04:00,201.47134399414062
2025-06-03 00:00:00-04:00,203.03956604003906
2025-06-04 00:00:00-04:00,202.590087890625
2025-06-05 00:00:00-04:00,200.40257263183594
2025-06-06 00:00:00-04:00,203.68882751464844
2025-06-09 00:00:00-04:00,201.2216339111328
2025-06-10 00:00:00-04:00,202.44024658203125
2025-06-11 00:00:00-04:00,198.55465698242188
2025-06-12 00:00:00-04:00,198.97418212890625
2025-06-13 00:00:00-04:00,196.227294921875
2025-06-16 00:00:00-04:00,198.195068359375
2025-06-17 00:00:00-04:00,195.418212890625
2025-06-18 00:00:00-04:00,196.35714721679688
2025-06-20 00:00:00-04:00,200.7721405029297
2025-06-23 00:00:00-04:00,201.27157592773438
2025-06-24 00:00:00-04:00,200.07293701171875
2025-06-25 00:00:00-04:00,201.33151245117188
2025-06-26 00:00:00-04:00,200.7721405029297
2025-06-27 00:00:00-04:00,200.85205078125
2025-06-30 00:00:00-04:00,204.93740844726562
2025-07-01 00:00:00-04:00,207.58441162109375
2025-07-02 00:00:00-04:00,212.1991729736328
2025-07-03 00:00:00-04:00,213.30792236328125
2025-07-07 00:00:00-04:00,209.7119903564453
2025-07-08 00:00:00-04:00,209.7719268798828
2025-07-09 00:00:00-04:00,210.90065002441406
2025-07-10 00:00:00-04:00,212.16920471191406
2025-07-11 00:00:00-04:00,210.92062377929688
2025-07-14 00:00:00-04:00,208.3834991455078
2025-07-15 00:00:00-04:00,208.87295532226562
